timestamp,cycle_id,phase_name,target_flow_lpm,target_pressure_bar,ram_position_mm
22.02,1,main_extrusion_stroke,541.46,282.4,217.1
22.12,1,main_extrusion_stroke,528.88,280.14,219.4
22.22,1,main_extrusion_stroke,538.28,284.04,221.7
22.32,1,main_extrusion_stroke,536.37,272.54,224.0
22.42,1,main_extrusion_stroke,536.75,277.23,226.3
22.52,1,main_extrusion_stroke,540.58,277.09,228.6
22.62,1,main_extrusion_stroke,524.88,271.42,230.9
22.72,1,main_extrusion_stroke,529.78,275.88,233.1
22.82,1,main_extrusion_stroke,533.53,275.75,235.4
22.92,1,main_extrusion_stroke,523.86,277.96,237.7
23.02,1,main_extrusion_stroke,535.1,282.27,240.0
23.12,1,main_extrusion_stroke,529.69,277.22,242.3
23.22,1,main_extrusion_stroke,530.62,274.18,244.6
23.32,1,main_extrusion_stroke,523.97,277.29,246.9
23.42,1,main_extrusion_stroke,528.52,280.87,249.1
23.52,1,main_extrusion_stroke,528.56,273.49,251.4
23.62,1,main_extrusion_stroke,524.23,273.43,253.7
23.72,1,main_extrusion_stroke,523.26,278.28,256.0
23.82,1,main_extrusion_stroke,522.42,275.25,258.3
23.92,1,main_extrusion_stroke,516.9,278.0,260.6
24.02,1,main_extrusion_stroke,518.78,275.4,262.9
24.12,1,main_extrusion_stroke,517.78,277.61,265.1
24.22,1,main_extrusion_stroke,518.94,271.24,267.4
24.32,1,main_extrusion_stroke,520.42,274.53,269.7
24.42,1,main_extrusion_stroke,511.21,273.54,272.0
24.52,1,main_extrusion_stroke,513.96,269.73,274.3
24.62,1,main_extrusion_stroke,519.4,268.22,276.6
24.72,1,main_extrusion_stroke,509.52,275.8,278.9
24.82,1,main_extrusion_stroke,508.22,271.88,281.1
24.92,1,main_extrusion_stroke,511.33,269.23,283.4
25.02,1,main_extrusion_stroke,512.92,272.18,285.7
25.12,1,main_extrusion_stroke,508.61,276.18,288.0
25.22,1,main_extrusion_stroke,512.89,263.95,290.3
25.32,1,main_extrusion_stroke,510.02,266.4,292.6
25.42,1,main_extrusion_stroke,508.98,268.12,294.9
25.52,1,main_extrusion_stroke,506.85,276.17,297.1
25.62,1,main_extrusion_stroke,512.96,271.75,299.4
25.72,1,main_extrusion_stroke,501.84,273.16,301.7
25.82,1,main_extrusion_stroke,493.67,266.19,304.0
25.92,1,main_extrusion_stroke,507.11,265.97,306.3
26.02,1,main_extrusion_stroke,497.88,271.16,308.6
26.12,1,main_extrusion_stroke,499.16,269.51,310.9
26.22,1,main_extrusion_stroke,502.99,270.93,313.1
26.33,1,main_extrusion_stroke,490.36,268.06,315.4
26.43,1,main_extrusion_stroke,490.78,269.4,317.7
26.53,1,main_extrusion_stroke,488.39,268.69,320.0
26.63,1,main_extrusion_stroke,490.64,270.56,322.3
26.73,1,main_extrusion_stroke,494.59,270.37,324.6
26.83,1,main_extrusion_stroke,493.95,261.58,326.9
26.93,1,main_extrusion_stroke,491.97,259.1,329.1
27.03,1,main_extrusion_stroke,484.23,270.18,331.4
27.13,1,main_extrusion_stroke,479.66,270.53,333.7
27.23,1,main_extrusion_stroke,488.14,262.51,336.0
27.33,1,main_extrusion_stroke,485.05,259.28,338.3
27.43,1,main_extrusion_stroke,487.79,265.85,340.6
27.53,1,main_extrusion_stroke,487.78,268.46,342.9
27.63,1,main_extrusion_stroke,484.54,271.21,345.1
27.73,1,main_extrusion_stroke,486.05,266.43,347.4
27.83,1,main_extrusion_stroke,482.94,263.03,349.7
27.93,1,main_extrusion_stroke,483.16,260.91,352.0
28.03,1,main_extrusion_stroke,477.24,263.78,354.3
28.13,1,main_extrusion_stroke,478.36,262.4,356.6
28.23,1,main_extrusion_stroke,478.88,259.61,358.9
28.33,1,main_extrusion_stroke,480.39,270.04,361.1
28.43,1,main_extrusion_stroke,474.55,268.82,363.4
28.53,1,main_extrusion_stroke,477.23,266.26,365.7
28.63,1,main_extrusion_stroke,473.1,258.77,368.0
28.73,1,main_extrusion_stroke,472.71,264.69,370.3
28.83,1,main_extrusion_stroke,475.51,263.64,372.6
28.93,1,main_extrusion_stroke,463.24,262.66,374.9
29.03,1,main_extrusion_stroke,465.04,265.19,377.1
29.13,1,main_extrusion_stroke,463.32,262.75,379.4
29.23,1,main_extrusion_stroke,458.93,262.82,381.7
29.33,1,main_extrusion_stroke,464.57,262.17,384.0
29.43,1,main_extrusion_stroke,469.29,260.84,386.3
29.53,1,main_extrusion_stroke,464.17,253.11,388.6
29.63,1,main_extrusion_stroke,465.12,259.36,390.9
29.73,1,main_extrusion_stroke,467.71,256.82,393.1
29.83,1,main_extrusion_stroke,467.68,254.0,395.4
29.93,1,main_extrusion_stroke,461.11,264.07,397.7
30.03,1,main_extrusion_stroke,465.81,263.94,400.0
30.13,1,main_extrusion_stroke,459.79,262.36,402.3
30.23,1,main_extrusion_stroke,455.08,258.2,404.6
30.33,1,main_extrusion_stroke,455.07,261.74,406.9
30.43,1,main_extrusion_stroke,450.55,256.77,409.1
30.53,1,main_extrusion_stroke,451.93,257.14,411.4
30.63,1,main_extrusion_stroke,453.07,252.31,413.7
30.73,1,main_extrusion_stroke,456.73,257.23,416.0
30.83,1,main_extrusion_stroke,459.42,255.76,418.3
30.93,1,main_extrusion_stroke,446.03,250.7,420.6
31.03,1,main_extrusion_stroke,452.14,254.79,422.9
31.13,1,main_extrusion_stroke,445.43,254.4,425.1
31.23,1,main_extrusion_stroke,450.5,260.67,427.4
31.33,1,main_extrusion_stroke,447.1,257.22,429.7
31.43,1,main_extrusion_stroke,439.32,253.84,432.0
31.53,1,main_extrusion_stroke,449.37,254.38,434.3
31.64,1,main_extrusion_stroke,442.25,253.37,436.6
31.74,1,main_extrusion_stroke,441.56,252.21,438.9
31.84,1,main_extrusion_stroke,438.43,248.84,441.1
31.94,1,main_extrusion_stroke,439.11,251.81,443.4
32.04,1,main_extrusion_stroke,442.45,249.43,445.7
32.14,1,main_extrusion_stroke,439.0,247.37,448.0
32.24,1,main_extrusion_stroke,440.09,253.25,450.3
32.34,1,main_extrusion_stroke,439.24,252.53,452.6
32.44,1,main_extrusion_stroke,442.09,244.62,454.9
32.54,1,main_extrusion_stroke,434.46,250.15,457.1
32.64,1,main_extrusion_stroke,428.94,253.77,459.4
32.74,1,main_extrusion_stroke,438.13,253.7,461.7
32.84,1,main_extrusion_stroke,431.55,253.29,464.0
32.94,1,main_extrusion_stroke,436.36,249.55,466.3
33.04,1,main_extrusion_stroke,432.45,246.16,468.6
33.14,1,main_extrusion_stroke,429.41,245.03,470.9
33.24,1,main_extrusion_stroke,430.34,249.74,473.1
33.34,1,main_extrusion_stroke,435.77,249.57,475.4
33.44,1,main_extrusion_stroke,435.29,252.45,477.7
33.54,1,main_extrusion_stroke,426.28,251.5,480.0
33.64,1,main_extrusion_stroke,425.66,246.9,482.3
33.74,1,main_extrusion_stroke,428.34,242.71,484.6
33.84,1,main_extrusion_stroke,419.67,245.66,486.9
33.94,1,main_extrusion_stroke,423.4,247.24,489.1
34.04,1,main_extrusion_stroke,420.98,245.48,491.4
34.14,1,main_extrusion_stroke,421.36,243.88,493.7
34.24,1,main_extrusion_stroke,415.79,246.49,496.0
34.34,1,main_extrusion_stroke,411.78,243.55,498.3
34.44,1,main_extrusion_stroke,408.86,242.82,500.6
34.54,1,main_extrusion_stroke,411.7,245.82,502.9
34.64,1,main_extrusion_stroke,413.35,243.03,505.1
34.74,1,main_extrusion_stroke,413.03,245.0,507.4
34.84,1,main_extrusion_stroke,420.97,244.81,509.7
34.94,1,main_extrusion_stroke,416.66,239.57,512.0
35.04,1,main_extrusion_stroke,407.41,241.58,514.3
35.14,1,main_extrusion_stroke,411.67,248.01,516.6
35.24,1,main_extrusion_stroke,407.66,238.61,518.9
35.34,1,main_extrusion_stroke,407.17,234.98,521.1
35.44,1,main_extrusion_stroke,408.07,235.58,523.4
35.54,1,main_extrusion_stroke,408.82,241.91,525.7
35.64,1,main_extrusion_stroke,404.0,241.62,528.0
35.74,1,main_extrusion_stroke,408.63,240.81,530.3
35.84,1,main_extrusion_stroke,398.83,245.18,532.6
35.94,1,main_extrusion_stroke,402.44,231.28,534.9
36.04,1,main_extrusion_stroke,411.82,241.73,537.1
36.14,1,main_extrusion_stroke,401.34,245.51,539.4
36.24,1,main_extrusion_stroke,405.2,235.81,541.7
36.34,1,main_extrusion_stroke,398.85,238.13,544.0
36.44,1,main_extrusion_stroke,399.82,236.54,546.3
36.54,1,main_extrusion_stroke,396.29,235.75,548.6
36.64,1,main_extrusion_stroke,394.85,237.44,550.9
36.74,1,main_extrusion_stroke,391.43,243.29,553.1
36.84,1,main_extrusion_stroke,395.29,244.43,555.4
36.95,1,main_extrusion_stroke,389.18,236.53,557.7
37.05,1,main_extrusion_stroke,394.26,244.08,560.0
37.15,1,main_extrusion_stroke,394.96,237.25,562.3
37.25,1,main_extrusion_stroke,391.1,242.97,564.6
37.35,1,main_extrusion_stroke,387.51,236.21,566.9
37.45,1,main_extrusion_stroke,389.48,236.7,569.1
37.55,1,main_extrusion_stroke,385.45,237.23,571.4
37.65,1,main_extrusion_stroke,389.45,246.79,573.7
37.75,1,main_extrusion_stroke,377.39,238.35,576.0
37.85,1,main_extrusion_stroke,382.39,232.6,578.3
37.95,1,main_extrusion_stroke,374.79,238.17,580.6
38.05,1,main_extrusion_stroke,375.79,233.22,582.9
38.15,1,main_extrusion_stroke,386.24,232.48,585.1
38.25,1,main_extrusion_stroke,383.39,237.09,587.4
38.35,1,main_extrusion_stroke,375.94,233.72,589.7
38.45,1,main_extrusion_stroke,371.83,234.3,592.0
38.55,1,main_extrusion_stroke,365.0,233.08,594.3
38.65,1,main_extrusion_stroke,373.7,233.91,596.6
38.75,1,main_extrusion_stroke,384.57,233.93,598.9
38.85,1,main_extrusion_stroke,375.65,225.37,601.1
38.95,1,main_extrusion_stroke,370.69,234.19,603.4
39.05,1,main_extrusion_stroke,373.8,228.13,605.7
39.15,1,main_extrusion_stroke,364.72,226.22,608.0
39.25,1,main_extrusion_stroke,368.79,230.78,610.3
39.35,1,main_extrusion_stroke,369.39,230.98,612.6
39.45,1,main_extrusion_stroke,367.67,227.97,614.9
39.55,1,main_extrusion_stroke,370.19,233.01,617.1
39.65,1,main_extrusion_stroke,367.42,225.11,619.4
39.75,1,main_extrusion_stroke,367.74,228.09,621.7
39.85,1,main_extrusion_stroke,361.33,227.18,624.0
39.95,1,main_extrusion_stroke,366.69,228.77,626.3
40.05,1,main_extrusion_stroke,368.63,229.62,628.6
40.15,1,main_extrusion_stroke,357.25,224.82,630.9
40.25,1,main_extrusion_stroke,356.6,230.59,633.1
40.35,1,main_extrusion_stroke,364.51,227.98,635.4
40.45,1,main_extrusion_stroke,357.42,220.85,637.7
40.55,1,main_extrusion_stroke,362.82,220.32,640.0
40.65,1,main_extrusion_stroke,354.45,226.84,642.3
40.75,1,main_extrusion_stroke,361.05,225.82,644.6
40.85,1,main_extrusion_stroke,354.78,225.94,646.9
40.95,1,main_extrusion_stroke,354.3,225.91,649.1
41.05,1,main_extrusion_stroke,358.54,226.5,651.4
41.15,1,main_extrusion_stroke,349.86,228.74,653.7
41.25,1,main_extrusion_stroke,346.56,221.24,656.0
41.35,1,main_extrusion_stroke,347.54,220.74,658.3
41.45,1,main_extrusion_stroke,350.16,220.72,660.6
41.55,1,main_extrusion_stroke,341.11,225.26,662.9
41.65,1,main_extrusion_stroke,348.94,228.32,665.1
41.75,1,main_extrusion_stroke,343.25,222.16,667.4
41.85,1,main_extrusion_stroke,349.01,214.62,669.7
41.95,1,main_extrusion_stroke,333.86,217.12,672.0
42.05,1,main_extrusion_stroke,339.31,219.87,674.3
42.15,1,main_extrusion_stroke,334.73,220.54,676.6
42.25,1,main_extrusion_stroke,337.19,220.77,678.9
42.36,1,main_extrusion_stroke,339.7,222.05,681.1
42.46,1,main_extrusion_stroke,335.4,220.53,683.4
42.56,1,main_extrusion_stroke,332.51,225.0,685.7
42.66,1,main_extrusion_stroke,330.3,218.67,688.0
42.76,1,main_extrusion_stroke,329.16,217.72,690.3
42.86,1,main_extrusion_stroke,321.72,222.13,692.6
42.96,1,main_extrusion_stroke,325.99,214.78,694.9
43.06,1,main_extrusion_stroke,323.22,221.23,697.1
43.16,1,main_extrusion_stroke,319.52,219.93,699.4
43.26,1,main_extrusion_stroke,317.62,218.76,701.7
43.36,1,main_extrusion_stroke,313.99,224.55,704.0
43.46,1,main_extrusion_stroke,318.35,216.52,706.3
43.56,1,main_extrusion_stroke,307.27,225.61,708.6
43.66,1,main_extrusion_stroke,303.8,217.32,710.9
43.76,1,main_extrusion_stroke,299.42,213.35,713.1
43.86,1,main_extrusion_stroke,295.72,217.77,715.4
43.96,1,main_extrusion_stroke,292.28,213.46,717.7
44.06,1,main_extrusion_stroke,291.11,214.31,720.0
44.16,1,main_extrusion_stroke,291.79,218.04,722.3
44.26,1,main_extrusion_stroke,290.82,218.3,724.6
44.36,1,main_extrusion_stroke,287.1,213.88,726.9
44.46,1,main_extrusion_stroke,281.24,219.22,729.1
44.56,1,main_extrusion_stroke,285.32,219.53,731.4
44.66,1,main_extrusion_stroke,282.08,220.21,733.7
44.76,1,main_extrusion_stroke,275.89,216.74,736.0
44.86,1,main_extrusion_stroke,271.33,219.37,738.3
44.96,1,main_extrusion_stroke,273.55,207.72,740.6
45.06,1,main_extrusion_stroke,269.51,212.9,742.9
45.16,1,main_extrusion_stroke,260.38,210.69,745.1
45.26,1,main_extrusion_stroke,263.31,213.85,747.4
45.36,1,main_extrusion_stroke,262.04,211.14,749.7
45.46,1,main_extrusion_stroke,254.8,212.26,752.0
45.56,1,main_extrusion_stroke,256.57,219.14,754.3
45.66,1,main_extrusion_stroke,247.4,211.66,756.6
45.76,1,main_extrusion_stroke,255.97,213.41,758.9
45.86,1,main_extrusion_stroke,253.03,210.86,761.1
45.96,1,main_extrusion_stroke,244.44,211.65,763.4
46.06,1,main_extrusion_stroke,244.31,211.11,765.7
46.16,1,main_extrusion_stroke,230.63,212.36,768.0
46.26,1,main_extrusion_stroke,233.05,214.58,770.3
46.36,1,main_extrusion_stroke,233.91,215.98,772.6
46.46,1,main_extrusion_stroke,228.21,211.0,774.9
46.56,1,main_extrusion_stroke,232.76,211.69,777.1
46.66,1,main_extrusion_stroke,235.3,205.3,779.4
46.76,1,main_extrusion_stroke,220.02,208.73,781.7
46.86,1,main_extrusion_stroke,218.78,212.04,784.0
46.96,1,main_extrusion_stroke,220.48,211.49,786.3
47.06,1,main_extrusion_stroke,223.4,208.9,788.6
47.16,1,main_extrusion_stroke,209.47,210.97,790.9
47.26,1,main_extrusion_stroke,212.77,209.3,793.1
47.36,1,main_extrusion_stroke,216.47,211.49,795.4
47.46,1,main_extrusion_stroke,199.98,208.01,797.7
47.56,1,main_extrusion_stroke,198.88,205.46,800.0
47.66,1,inter_billet_dwell,0.0,15.0,800.0
47.77,1,inter_billet_dwell,0.0,20.77,800.0
47.87,1,inter_billet_dwell,0.0,15.0,800.0
47.97,1,inter_billet_dwell,0.0,16.55,800.0
48.07,1,inter_billet_dwell,0.0,20.9,800.0
48.17,1,inter_billet_dwell,0.0,20.96,800.0
48.27,1,inter_billet_dwell,0.0,17.68,800.0
48.37,1,inter_billet_dwell,0.0,18.58,800.0
48.47,1,inter_billet_dwell,0.0,22.74,800.0
48.57,1,inter_billet_dwell,0.0,19.03,800.0
48.67,1,inter_billet_dwell,0.0,24.49,800.0
48.77,1,inter_billet_dwell,0.0,20.0,800.0
48.88,1,inter_billet_dwell,0.0,20.82,800.0
48.98,1,inter_billet_dwell,0.0,23.23,800.0
49.08,1,inter_billet_dwell,0.0,20.26,800.0
49.18,1,inter_billet_dwell,0.0,18.0,800.0
49.28,1,inter_billet_dwell,0.0,19.78,800.0
49.38,1,inter_billet_dwell,0.0,19.93,800.0
49.48,1,inter_billet_dwell,0.0,17.27,800.0
49.58,1,inter_billet_dwell,0.0,19.49,800.0
49.68,1,inter_billet_dwell,0.0,18.52,800.0
49.78,1,inter_billet_dwell,0.0,21.85,800.0
49.88,1,inter_billet_dwell,0.0,20.07,800.0
49.99,1,inter_billet_dwell,0.0,19.43,800.0
