timestamp_utc,price_eur_per_mwh,price_eur_per_kwh
2026-08-28 12:00:00,21.35,0.02135
2026-08-28 13:00:00,18.76,0.01876
2026-08-28 14:00:00,17.93,0.01793
2026-08-28 15:00:00,28.76,0.02876
2026-08-28 16:00:00,36.55,0.03655
2026-08-28 17:00:00,57.07,0.05707
2026-08-28 18:00:00,96.46,0.09646
2026-08-28 19:00:00,123.27,0.12327
2026-08-28 20:00:00,134.95,0.13495
2026-08-28 21:00:00,117.75,0.11775
2026-08-28 22:00:00,89.64,0.08964
2026-08-28 23:00:00,66.19,0.06619
2026-08-29 00:00:00,46.68,0.04668
2026-08-29 01:00:00,45.66,0.04566
2026-08-29 02:00:00,46.0,0.046
2026-08-29 03:00:00,48.04,0.04804
2026-08-29 04:00:00,43.2,0.0432
2026-08-29 05:00:00,52.17,0.05217
2026-08-29 06:00:00,65.03,0.06503
2026-08-29 07:00:00,79.07,0.07907
2026-08-29 08:00:00,101.71,0.10171
2026-08-29 09:00:00,95.66,0.09566
2026-08-29 10:00:00,65.43,0.06543
2026-08-29 11:00:00,46.47,0.04647
2026-08-29 12:00:00,31.68,0.03168
2026-08-29 13:00:00,22.05,0.02205
2026-08-29 14:00:00,24.88,0.02488
2026-08-29 15:00:00,33.58,0.03358
2026-08-29 16:00:00,35.84,0.03584
2026-08-29 17:00:00,68.55,0.06855
2026-08-29 18:00:00,75.22,0.07522
2026-08-29 19:00:00,116.2,0.1162
2026-08-29 20:00:00,123.95,0.12395
2026-08-29 21:00:00,102.66,0.10266
2026-08-29 22:00:00,78.92,0.07892
2026-08-29 23:00:00,50.01,0.05001
2026-08-30 00:00:00,51.01,0.05101
2026-08-30 01:00:00,50.21,0.05021
2026-08-30 02:00:00,52.7,0.0527
2026-08-30 03:00:00,42.87,0.04287
2026-08-30 04:00:00,43.26,0.04326
2026-08-30 05:00:00,52.29,0.05229
2026-08-30 06:00:00,75.67,0.07567
2026-08-30 07:00:00,87.48,0.08748
2026-08-30 08:00:00,97.22,0.09722
2026-08-30 09:00:00,93.41,0.09341
2026-08-30 10:00:00,67.74,0.06774
2026-08-30 11:00:00,47.86,0.04786
2026-08-30 12:00:00,28.44,0.02844
2026-08-30 13:00:00,25.02,0.02502
2026-08-30 14:00:00,23.03,0.02303
2026-08-30 15:00:00,21.61,0.02161
2026-08-30 16:00:00,38.88,0.03888
2026-08-30 17:00:00,64.22,0.06422
2026-08-30 18:00:00,88.57,0.08857
2026-08-30 19:00:00,112.99,0.11299
2026-08-30 20:00:00,118.73,0.11873
2026-08-30 21:00:00,103.66,0.10366
2026-08-30 22:00:00,78.51,0.07851
2026-08-30 23:00:00,56.89,0.05689
2026-08-31 00:00:00,54.75,0.05475
2026-08-31 01:00:00,53.29,0.05329
2026-08-31 02:00:00,56.96,0.05696
2026-08-31 03:00:00,48.26,0.04826
2026-08-31 04:00:00,50.63,0.05063
2026-08-31 05:00:00,58.14,0.05814
2026-08-31 06:00:00,69.84,0.06984
2026-08-31 07:00:00,95.35,0.09535
2026-08-31 08:00:00,111.74,0.11174
2026-08-31 09:00:00,112.56,0.11256
2026-08-31 10:00:00,72.61,0.07261
2026-08-31 11:00:00,46.83,0.04683
2026-08-31 12:00:00,31.31,0.03131
2026-08-31 13:00:00,20.21,0.02021
2026-08-31 14:00:00,28.61,0.02861
2026-08-31 15:00:00,30.85,0.03085
2026-08-31 16:00:00,42.03,0.04203
2026-08-31 17:00:00,64.38,0.06438
2026-08-31 18:00:00,104.78,0.10478
2026-08-31 19:00:00,122.16,0.12216
2026-08-31 20:00:00,144.11,0.14411
2026-08-31 21:00:00,128.33,0.12833
2026-08-31 22:00:00,84.01,0.08401
2026-08-31 23:00:00,62.92,0.06292
2026-09-01 00:00:00,58.7,0.0587
2026-09-01 01:00:00,51.99,0.05199
2026-09-01 02:00:00,44.28,0.04428
2026-09-01 03:00:00,50.56,0.05056
2026-09-01 04:00:00,47.47,0.04747
2026-09-01 05:00:00,63.39,0.06339
2026-09-01 06:00:00,77.12,0.07712
2026-09-01 07:00:00,105.23,0.10523
2026-09-01 08:00:00,110.73,0.11073
2026-09-01 09:00:00,102.81,0.10281
2026-09-01 10:00:00,79.92,0.07992
2026-09-01 11:00:00,42.72,0.04272
2026-09-01 12:00:00,35.28,0.03528
2026-09-01 13:00:00,34.14,0.03414
2026-09-01 14:00:00,19.02,0.01902
2026-09-01 15:00:00,31.09,0.03109
2026-09-01 16:00:00,42.42,0.04242
2026-09-01 17:00:00,74.77,0.07477
2026-09-01 18:00:00,95.69,0.09569
2026-09-01 19:00:00,125.31,0.12531
2026-09-01 20:00:00,146.6,0.1466
2026-09-01 21:00:00,122.59,0.12259
2026-09-01 22:00:00,92.38,0.09238
2026-09-01 23:00:00,69.81,0.06981
2026-09-02 00:00:00,56.74,0.05674
2026-09-02 01:00:00,56.84,0.05684
2026-09-02 02:00:00,54.12,0.05412
2026-09-02 03:00:00,48.58,0.04858
2026-09-02 04:00:00,62.2,0.0622
2026-09-02 05:00:00,64.93,0.06493
2026-09-02 06:00:00,77.44,0.07744
2026-09-02 07:00:00,102.75,0.10275
2026-09-02 08:00:00,111.41,0.11141
2026-09-02 09:00:00,109.34,0.10934
2026-09-02 10:00:00,83.01,0.08301
2026-09-02 11:00:00,46.11,0.04611
2026-09-02 12:00:00,40.13,0.04013
2026-09-02 13:00:00,31.66,0.03166
2026-09-02 14:00:00,31.5,0.0315
2026-09-02 15:00:00,40.33,0.04033
2026-09-02 16:00:00,41.7,0.0417
2026-09-02 17:00:00,69.41,0.06941
2026-09-02 18:00:00,98.8,0.0988
2026-09-02 19:00:00,129.13,0.12913
2026-09-02 20:00:00,145.45,0.14545
2026-09-02 21:00:00,124.33,0.12433
2026-09-02 22:00:00,94.04,0.09404
2026-09-02 23:00:00,73.52,0.07352
2026-09-03 00:00:00,55.53,0.05553
2026-09-03 01:00:00,58.01,0.05801
2026-09-03 02:00:00,47.28,0.04728
2026-09-03 03:00:00,59.71,0.05971
2026-09-03 04:00:00,52.29,0.05229
2026-09-03 05:00:00,54.61,0.05461
2026-09-03 06:00:00,73.65,0.07365
2026-09-03 07:00:00,97.64,0.09764
2026-09-03 08:00:00,110.47,0.11047
2026-09-03 09:00:00,104.68,0.10468
2026-09-03 10:00:00,75.6,0.0756
2026-09-03 11:00:00,45.14,0.04514
2026-09-03 12:00:00,27.66,0.02766
2026-09-03 13:00:00,18.65,0.01865
2026-09-03 14:00:00,21.46,0.02146
2026-09-03 15:00:00,31.32,0.03132
2026-09-03 16:00:00,39.43,0.03943
2026-09-03 17:00:00,62.87,0.06287
2026-09-03 18:00:00,99.25,0.09925
2026-09-03 19:00:00,130.2,0.1302
2026-09-03 20:00:00,137.49,0.13749
2026-09-03 21:00:00,119.16,0.11916
2026-09-03 22:00:00,88.73,0.08873
2026-09-03 23:00:00,60.33,0.06033
2026-09-04 00:00:00,50.14,0.05014
2026-09-04 01:00:00,47.05,0.04705
2026-09-04 02:00:00,46.4,0.0464
2026-09-04 03:00:00,45.27,0.04527
2026-09-04 04:00:00,36.33,0.03633
2026-09-04 05:00:00,47.31,0.04731
2026-09-04 06:00:00,73.85,0.07385
2026-09-04 07:00:00,90.84,0.09084
2026-09-04 08:00:00,106.85,0.10685
2026-09-04 09:00:00,111.87,0.11187
2026-09-04 10:00:00,69.1,0.0691
2026-09-04 11:00:00,43.64,0.04364
2026-09-04 12:00:00,28.82,0.02882
2026-09-04 13:00:00,21.46,0.02146
2026-09-04 14:00:00,15.11,0.01511
2026-09-04 15:00:00,23.94,0.02394
2026-09-04 16:00:00,28.05,0.02805
2026-09-04 17:00:00,60.46,0.06046
2026-09-04 18:00:00,89.34,0.08934
2026-09-04 19:00:00,121.9,0.1219
2026-09-04 20:00:00,144.94,0.14494
2026-09-04 21:00:00,103.13,0.10313
2026-09-04 22:00:00,84.62,0.08462
2026-09-04 23:00:00,51.27,0.05127
2026-09-05 00:00:00,34.28,0.03428
2026-09-05 01:00:00,37.9,0.0379
2026-09-05 02:00:00,30.74,0.03074
2026-09-05 03:00:00,24.75,0.02475
2026-09-05 04:00:00,28.08,0.02808
2026-09-05 05:00:00,42.01,0.04201
2026-09-05 06:00:00,52.66,0.05266
2026-09-05 07:00:00,71.37,0.07137
2026-09-05 08:00:00,84.21,0.08421
2026-09-05 09:00:00,72.57,0.07257
2026-09-05 10:00:00,61.35,0.06135
2026-09-05 11:00:00,30.75,0.03075
2026-09-05 12:00:00,6.89,0.00689
2026-09-05 13:00:00,11.74,0.01174
2026-09-05 14:00:00,6.22,0.00622
2026-09-05 15:00:00,16.44,0.01644
2026-09-05 16:00:00,18.38,0.01838
2026-09-05 17:00:00,46.93,0.04693
2026-09-05 18:00:00,75.22,0.07522
2026-09-05 19:00:00,102.35,0.10235
2026-09-05 20:00:00,104.1,0.1041
2026-09-05 21:00:00,88.45,0.08845
2026-09-05 22:00:00,62.31,0.06231
2026-09-05 23:00:00,41.96,0.04196
2026-09-06 00:00:00,45.89,0.04589
2026-09-06 01:00:00,36.37,0.03637
2026-09-06 02:00:00,26.32,0.02632
2026-09-06 03:00:00,35.28,0.03528
2026-09-06 04:00:00,42.4,0.0424
2026-09-06 05:00:00,45.14,0.04514
2026-09-06 06:00:00,50.66,0.05066
2026-09-06 07:00:00,69.77,0.06977
2026-09-06 08:00:00,91.25,0.09125
2026-09-06 09:00:00,73.86,0.07386
2026-09-06 10:00:00,55.24,0.05524
2026-09-06 11:00:00,32.93,0.03293
2026-09-06 12:00:00,13.37,0.01337
2026-09-06 13:00:00,12.18,0.01218
2026-09-06 14:00:00,2.5,0.0025
2026-09-06 15:00:00,9.54,0.00954
2026-09-06 16:00:00,22.36,0.02236
2026-09-06 17:00:00,43.38,0.04338
2026-09-06 18:00:00,81.84,0.08184
2026-09-06 19:00:00,93.56,0.09356
2026-09-06 20:00:00,109.07,0.10907
2026-09-06 21:00:00,92.08,0.09208
2026-09-06 22:00:00,72.48,0.07248
2026-09-06 23:00:00,39.98,0.03998
2026-09-07 00:00:00,57.23,0.05723
2026-09-07 01:00:00,48.05,0.04805
2026-09-07 02:00:00,40.58,0.04058
2026-09-07 03:00:00,46.08,0.04608
2026-09-07 04:00:00,46.9,0.0469
2026-09-07 05:00:00,52.3,0.0523
2026-09-07 06:00:00,75.31,0.07531
2026-09-07 07:00:00,90.27,0.09027
2026-09-07 08:00:00,108.51,0.10851
2026-09-07 09:00:00,100.98,0.10098
2026-09-07 10:00:00,77.14,0.07714
2026-09-07 11:00:00,36.43,0.03643
2026-09-07 12:00:00,37.6,0.0376
2026-09-07 13:00:00,13.22,0.01322
2026-09-07 14:00:00,19.32,0.01932
2026-09-07 15:00:00,26.65,0.02665
2026-09-07 16:00:00,36.26,0.03626
2026-09-07 17:00:00,62.2,0.0622
2026-09-07 18:00:00,94.06,0.09406
2026-09-07 19:00:00,122.78,0.12278
2026-09-07 20:00:00,135.35,0.13535
2026-09-07 21:00:00,118.82,0.11882
2026-09-07 22:00:00,86.61,0.08661
2026-09-07 23:00:00,58.88,0.05888
2026-09-08 00:00:00,62.3,0.0623
2026-09-08 01:00:00,55.64,0.05564
2026-09-08 02:00:00,54.91,0.05491
2026-09-08 03:00:00,53.09,0.05309
2026-09-08 04:00:00,48.52,0.04852
2026-09-08 05:00:00,58.73,0.05873
2026-09-08 06:00:00,84.62,0.08462
2026-09-08 07:00:00,101.0,0.101
2026-09-08 08:00:00,114.16,0.11416
2026-09-08 09:00:00,104.78,0.10478
2026-09-08 10:00:00,82.0,0.082
2026-09-08 11:00:00,45.59,0.04559
2026-09-08 12:00:00,36.72,0.03672
2026-09-08 13:00:00,27.34,0.02734
2026-09-08 14:00:00,25.28,0.02528
2026-09-08 15:00:00,35.2,0.0352
2026-09-08 16:00:00,44.97,0.04497
2026-09-08 17:00:00,74.92,0.07492
2026-09-08 18:00:00,107.13,0.10713
2026-09-08 19:00:00,131.35,0.13135
2026-09-08 20:00:00,147.32,0.14732
2026-09-08 21:00:00,119.86,0.11986
2026-09-08 22:00:00,92.71,0.09271
2026-09-08 23:00:00,67.67,0.06767
2026-09-09 00:00:00,60.24,0.06024
2026-09-09 01:00:00,58.48,0.05848
2026-09-09 02:00:00,49.12,0.04912
2026-09-09 03:00:00,61.22,0.06122
2026-09-09 04:00:00,49.27,0.04927
2026-09-09 05:00:00,57.34,0.05734
2026-09-09 06:00:00,88.01,0.08801
2026-09-09 07:00:00,103.36,0.10336
2026-09-09 08:00:00,118.61,0.11861
2026-09-09 09:00:00,108.63,0.10863
2026-09-09 10:00:00,77.74,0.07774
2026-09-09 11:00:00,45.76,0.04576
2026-09-09 12:00:00,36.14,0.03614
2026-09-09 13:00:00,26.75,0.02675
2026-09-09 14:00:00,32.19,0.03219
2026-09-09 15:00:00,31.14,0.03114
2026-09-09 16:00:00,39.08,0.03908
2026-09-09 17:00:00,71.35,0.07135
2026-09-09 18:00:00,104.66,0.10466
2026-09-09 19:00:00,130.26,0.13026
2026-09-09 20:00:00,142.1,0.1421
2026-09-09 21:00:00,123.9,0.1239
2026-09-09 22:00:00,93.9,0.0939
2026-09-09 23:00:00,67.52,0.06752
2026-09-10 00:00:00,53.35,0.05335
2026-09-10 01:00:00,52.52,0.05252
2026-09-10 02:00:00,41.95,0.04195
2026-09-10 03:00:00,41.14,0.04114
2026-09-10 04:00:00,46.24,0.04624
2026-09-10 05:00:00,57.51,0.05751
2026-09-10 06:00:00,79.87,0.07987
2026-09-10 07:00:00,102.11,0.10211
2026-09-10 08:00:00,115.33,0.11533
2026-09-10 09:00:00,100.75,0.10075
2026-09-10 10:00:00,73.39,0.07339
2026-09-10 11:00:00,40.96,0.04096
2026-09-10 12:00:00,31.39,0.03139
2026-09-10 13:00:00,24.17,0.02417
2026-09-10 14:00:00,24.92,0.02492
2026-09-10 15:00:00,23.75,0.02375
2026-09-10 16:00:00,40.81,0.04081
2026-09-10 17:00:00,75.37,0.07537
2026-09-10 18:00:00,97.98,0.09798
2026-09-10 19:00:00,130.28,0.13028
2026-09-10 20:00:00,144.58,0.14458
2026-09-10 21:00:00,116.67,0.11667
2026-09-10 22:00:00,89.48,0.08948
2026-09-10 23:00:00,65.53,0.06553
2026-09-11 00:00:00,48.97,0.04897
2026-09-11 01:00:00,41.05,0.04105
2026-09-11 02:00:00,41.64,0.04164
2026-09-11 03:00:00,42.77,0.04277
2026-09-11 04:00:00,49.06,0.04906
2026-09-11 05:00:00,55.85,0.05585
2026-09-11 06:00:00,81.22,0.08122
2026-09-11 07:00:00,85.08,0.08508
2026-09-11 08:00:00,108.45,0.10845
2026-09-11 09:00:00,95.35,0.09535
2026-09-11 10:00:00,76.38,0.07638
2026-09-11 11:00:00,34.89,0.03489
2026-09-11 12:00:00,20.75,0.02075
2026-09-11 13:00:00,15.83,0.01583
2026-09-11 14:00:00,6.97,0.00697
2026-09-11 15:00:00,18.16,0.01816
2026-09-11 16:00:00,28.11,0.02811
2026-09-11 17:00:00,62.21,0.06221
2026-09-11 18:00:00,93.07,0.09307
2026-09-11 19:00:00,129.97,0.12997
2026-09-11 20:00:00,138.81,0.13881
2026-09-11 21:00:00,108.93,0.10893
2026-09-11 22:00:00,77.49,0.07749
2026-09-11 23:00:00,60.74,0.06074
2026-09-12 00:00:00,30.46,0.03046
2026-09-12 01:00:00,41.24,0.04124
2026-09-12 02:00:00,35.76,0.03576
2026-09-12 03:00:00,27.49,0.02749
2026-09-12 04:00:00,23.59,0.02359
2026-09-12 05:00:00,45.04,0.04504
2026-09-12 06:00:00,55.44,0.05544
2026-09-12 07:00:00,75.97,0.07597
2026-09-12 08:00:00,76.83,0.07683
2026-09-12 09:00:00,72.8,0.0728
2026-09-12 10:00:00,51.72,0.05172
2026-09-12 11:00:00,28.11,0.02811
2026-09-12 12:00:00,13.98,0.01398
2026-09-12 13:00:00,13.7,0.0137
2026-09-12 14:00:00,4.4,0.0044
2026-09-12 15:00:00,11.96,0.01196
2026-09-12 16:00:00,22.49,0.02249
2026-09-12 17:00:00,49.77,0.04977
2026-09-12 18:00:00,76.15,0.07615
2026-09-12 19:00:00,93.39,0.09339
2026-09-12 20:00:00,102.6,0.1026
2026-09-12 21:00:00,95.7,0.0957
2026-09-12 22:00:00,65.95,0.06595
2026-09-12 23:00:00,41.53,0.04153
2026-09-13 00:00:00,44.93,0.04493
2026-09-13 01:00:00,35.07,0.03507
2026-09-13 02:00:00,37.3,0.0373
2026-09-13 03:00:00,31.45,0.03145
2026-09-13 04:00:00,42.12,0.04212
2026-09-13 05:00:00,48.39,0.04839
2026-09-13 06:00:00,56.38,0.05638
2026-09-13 07:00:00,76.32,0.07632
2026-09-13 08:00:00,88.45,0.08845
2026-09-13 09:00:00,83.2,0.0832
2026-09-13 10:00:00,48.9,0.0489
2026-09-13 11:00:00,32.53,0.03253
2026-09-13 12:00:00,22.31,0.02231
2026-09-13 13:00:00,4.53,0.00453
2026-09-13 14:00:00,5.42,0.00542
2026-09-13 15:00:00,4.97,0.00497
2026-09-13 16:00:00,22.28,0.02228
2026-09-13 17:00:00,52.22,0.05222
2026-09-13 18:00:00,81.26,0.08126
2026-09-13 19:00:00,100.33,0.10033
2026-09-13 20:00:00,118.37,0.11837
2026-09-13 21:00:00,85.28,0.08528
2026-09-13 22:00:00,58.33,0.05833
2026-09-13 23:00:00,46.2,0.0462
2026-09-14 00:00:00,53.73,0.05373
2026-09-14 01:00:00,47.85,0.04785
2026-09-14 02:00:00,35.7,0.0357
2026-09-14 03:00:00,43.6,0.0436
2026-09-14 04:00:00,40.13,0.04013
2026-09-14 05:00:00,58.01,0.05801
2026-09-14 06:00:00,76.65,0.07665
2026-09-14 07:00:00,87.77,0.08777
2026-09-14 08:00:00,105.69,0.10569
2026-09-14 09:00:00,93.23,0.09323
2026-09-14 10:00:00,69.72,0.06972
2026-09-14 11:00:00,46.3,0.0463
2026-09-14 12:00:00,23.56,0.02356
2026-09-14 13:00:00,24.27,0.02427
2026-09-14 14:00:00,17.61,0.01761
2026-09-14 15:00:00,20.43,0.02043
2026-09-14 16:00:00,34.52,0.03452
2026-09-14 17:00:00,60.34,0.06034
2026-09-14 18:00:00,92.51,0.09251
2026-09-14 19:00:00,119.61,0.11961
2026-09-14 20:00:00,146.84,0.14684
2026-09-14 21:00:00,115.16,0.11516
2026-09-14 22:00:00,81.85,0.08185
2026-09-14 23:00:00,62.96,0.06296
2026-09-15 00:00:00,57.75,0.05775
2026-09-15 01:00:00,53.26,0.05326
2026-09-15 02:00:00,54.02,0.05402
2026-09-15 03:00:00,53.66,0.05366
2026-09-15 04:00:00,49.87,0.04987
2026-09-15 05:00:00,58.66,0.05866
2026-09-15 06:00:00,80.02,0.08002
2026-09-15 07:00:00,87.9,0.0879
2026-09-15 08:00:00,107.44,0.10744
2026-09-15 09:00:00,110.41,0.11041
2026-09-15 10:00:00,83.66,0.08366
2026-09-15 11:00:00,47.13,0.04713
2026-09-15 12:00:00,36.85,0.03685
2026-09-15 13:00:00,29.66,0.02966
2026-09-15 14:00:00,40.11,0.04011
2026-09-15 15:00:00,35.29,0.03529
2026-09-15 16:00:00,40.68,0.04068
2026-09-15 17:00:00,66.95,0.06695
2026-09-15 18:00:00,94.03,0.09403
2026-09-15 19:00:00,132.17,0.13217
2026-09-15 20:00:00,140.85,0.14085
2026-09-15 21:00:00,114.85,0.11485
2026-09-15 22:00:00,88.35,0.08835
2026-09-15 23:00:00,63.39,0.06339
2026-09-16 00:00:00,67.39,0.06739
2026-09-16 01:00:00,59.77,0.05977
2026-09-16 02:00:00,52.76,0.05276
2026-09-16 03:00:00,58.46,0.05846
2026-09-16 04:00:00,54.15,0.05415
2026-09-16 05:00:00,58.92,0.05892
2026-09-16 06:00:00,89.65,0.08965
2026-09-16 07:00:00,102.22,0.10222
2026-09-16 08:00:00,111.13,0.11113
2026-09-16 09:00:00,104.94,0.10494
2026-09-16 10:00:00,73.86,0.07386
2026-09-16 11:00:00,43.58,0.04358
2026-09-16 12:00:00,39.97,0.03997
2026-09-16 13:00:00,38.39,0.03839
2026-09-16 14:00:00,21.51,0.02151
2026-09-16 15:00:00,34.33,0.03433
2026-09-16 16:00:00,39.87,0.03987
2026-09-16 17:00:00,70.61,0.07061
2026-09-16 18:00:00,100.13,0.10013
2026-09-16 19:00:00,128.91,0.12891
2026-09-16 20:00:00,146.02,0.14602
2026-09-16 21:00:00,119.06,0.11906
2026-09-16 22:00:00,94.02,0.09402
2026-09-16 23:00:00,69.57,0.06957
2026-09-17 00:00:00,54.4,0.0544
2026-09-17 01:00:00,47.39,0.04739
2026-09-17 02:00:00,45.88,0.04588
2026-09-17 03:00:00,50.87,0.05087
2026-09-17 04:00:00,51.73,0.05173
2026-09-17 05:00:00,54.07,0.05407
2026-09-17 06:00:00,78.92,0.07892
2026-09-17 07:00:00,98.85,0.09885
2026-09-17 08:00:00,103.96,0.10396
2026-09-17 09:00:00,103.92,0.10392
2026-09-17 10:00:00,70.49,0.07049
2026-09-17 11:00:00,48.04,0.04804
2026-09-17 12:00:00,28.04,0.02804
2026-09-17 13:00:00,17.35,0.01735
2026-09-17 14:00:00,16.15,0.01615
2026-09-17 15:00:00,27.69,0.02769
2026-09-17 16:00:00,39.64,0.03964
2026-09-17 17:00:00,64.4,0.0644
2026-09-17 18:00:00,101.34,0.10134
2026-09-17 19:00:00,120.99,0.12099
2026-09-17 20:00:00,141.17,0.14117
2026-09-17 21:00:00,113.02,0.11302
2026-09-17 22:00:00,85.54,0.08554
2026-09-17 23:00:00,65.68,0.06568
2026-09-18 00:00:00,44.66,0.04466
2026-09-18 01:00:00,42.8,0.0428
2026-09-18 02:00:00,46.06,0.04606
2026-09-18 03:00:00,37.93,0.03793
2026-09-18 04:00:00,46.29,0.04629
2026-09-18 05:00:00,46.45,0.04645
2026-09-18 06:00:00,73.91,0.07391
2026-09-18 07:00:00,95.02,0.09502
2026-09-18 08:00:00,93.41,0.09341
2026-09-18 09:00:00,90.94,0.09094
2026-09-18 10:00:00,69.13,0.06913
2026-09-18 11:00:00,37.62,0.03762
2026-09-18 12:00:00,26.2,0.0262
2026-09-18 13:00:00,15.81,0.01581
2026-09-18 14:00:00,16.92,0.01692
2026-09-18 15:00:00,19.83,0.01983
2026-09-18 16:00:00,36.78,0.03678
2026-09-18 17:00:00,62.67,0.06267
2026-09-18 18:00:00,93.05,0.09305
2026-09-18 19:00:00,119.68,0.11968
2026-09-18 20:00:00,132.33,0.13233
2026-09-18 21:00:00,109.58,0.10958
2026-09-18 22:00:00,83.3,0.0833
2026-09-18 23:00:00,56.63,0.05663
2026-09-19 00:00:00,37.7,0.0377
2026-09-19 01:00:00,42.34,0.04234
2026-09-19 02:00:00,34.37,0.03437
2026-09-19 03:00:00,28.13,0.02813
2026-09-19 04:00:00,36.71,0.03671
2026-09-19 05:00:00,37.11,0.03711
2026-09-19 06:00:00,46.78,0.04678
2026-09-19 07:00:00,65.86,0.06586
2026-09-19 08:00:00,75.58,0.07558
2026-09-19 09:00:00,73.92,0.07392
2026-09-19 10:00:00,51.78,0.05178
2026-09-19 11:00:00,35.44,0.03544
2026-09-19 12:00:00,17.47,0.01747
2026-09-19 13:00:00,9.91,0.00991
2026-09-19 14:00:00,12.93,0.01293
2026-09-19 15:00:00,2.65,0.00265
2026-09-19 16:00:00,23.01,0.02301
2026-09-19 17:00:00,50.92,0.05092
2026-09-19 18:00:00,66.3,0.0663
2026-09-19 19:00:00,103.6,0.1036
2026-09-19 20:00:00,111.02,0.11102
2026-09-19 21:00:00,88.08,0.08808
2026-09-19 22:00:00,67.3,0.0673
2026-09-19 23:00:00,55.12,0.05512
2026-09-20 00:00:00,38.76,0.03876
2026-09-20 01:00:00,35.66,0.03566
2026-09-20 02:00:00,29.93,0.02993
2026-09-20 03:00:00,27.32,0.02732
2026-09-20 04:00:00,36.58,0.03658
2026-09-20 05:00:00,36.64,0.03664
2026-09-20 06:00:00,57.82,0.05782
2026-09-20 07:00:00,69.8,0.0698
2026-09-20 08:00:00,87.7,0.0877
2026-09-20 09:00:00,78.55,0.07855
2026-09-20 10:00:00,57.91,0.05791
2026-09-20 11:00:00,27.15,0.02715
2026-09-20 12:00:00,16.33,0.01633
2026-09-20 13:00:00,8.04,0.00804
2026-09-20 14:00:00,8.75,0.00875
2026-09-20 15:00:00,15.84,0.01584
2026-09-20 16:00:00,26.9,0.0269
2026-09-20 17:00:00,44.85,0.04485
2026-09-20 18:00:00,78.41,0.07841
2026-09-20 19:00:00,106.1,0.1061
2026-09-20 20:00:00,112.91,0.11291
2026-09-20 21:00:00,99.94,0.09994
2026-09-20 22:00:00,62.51,0.06251
2026-09-20 23:00:00,40.84,0.04084
2026-09-21 00:00:00,44.0,0.044
2026-09-21 01:00:00,54.73,0.05473
2026-09-21 02:00:00,47.94,0.04794
2026-09-21 03:00:00,43.75,0.04375
2026-09-21 04:00:00,47.26,0.04726
2026-09-21 05:00:00,49.94,0.04994
2026-09-21 06:00:00,86.01,0.08601
2026-09-21 07:00:00,92.58,0.09258
2026-09-21 08:00:00,108.49,0.10849
2026-09-21 09:00:00,101.27,0.10127
2026-09-21 10:00:00,72.16,0.07216
2026-09-21 11:00:00,43.01,0.04301
2026-09-21 12:00:00,24.44,0.02444
2026-09-21 13:00:00,24.12,0.02412
2026-09-21 14:00:00,28.47,0.02847
2026-09-21 15:00:00,30.05,0.03005
2026-09-21 16:00:00,42.17,0.04217
2026-09-21 17:00:00,62.7,0.0627
2026-09-21 18:00:00,90.55,0.09055
2026-09-21 19:00:00,124.43,0.12443
2026-09-21 20:00:00,138.25,0.13825
2026-09-21 21:00:00,119.92,0.11992
2026-09-21 22:00:00,77.38,0.07738
2026-09-21 23:00:00,68.88,0.06888
2026-09-22 00:00:00,57.54,0.05754
